Date et heure de comptage,Taux d'occupation
2020-12-13 08:00:00,0.8256153919736455
2020-12-13 09:00:00,1.279334523192523
2020-12-13 10:00:00,1.6274058330110792
2020-12-13 11:00:00,1.8610663981429099
2020-12-13 12:00:00,2.39584353611521
2020-12-13 13:00:00,2.5028718679599056
2020-12-13 14:00:00,2.4371819680245683
2020-12-13 15:00:00,2.4795277525299912
2020-12-13 16:00:00,2.7871003671095425
2020-12-13 17:00:00,3.975963901006228
2020-12-13 18:00:00,4.245250508697659
2020-12-13 19:00:00,5.861703477670325
2020-12-13 20:00:00,8.08763939640446
2020-12-13 21:00:00,2.2047821866030377
2020-12-13 22:00:00,2.0793058070796753
2020-12-13 23:00:00,1.2568154606919015
2020-12-14 00:00:00,2.6437036323266065
2020-12-14 01:00:00,1.1232576309478826
2020-12-14 02:00:00,0.3782091413791058
2020-12-14 03:00:00,0.13748107320861175
2020-12-14 04:00:00,0.0
2020-12-14 05:00:00,0.0
2020-12-14 06:00:00,0.21648571621365487
2020-12-14 07:00:00,1.1761953895640211
2020-12-14 08:00:00,3.2316885661496455
2020-12-14 09:00:00,4.994522022134097
2020-12-14 10:00:00,5.436121208115653
2020-12-14 11:00:00,4.414541121117325
2020-12-14 12:00:00,4.200543153372035
2020-12-14 13:00:00,4.337685937719621
2020-12-14 14:00:00,4.392402244495105
2020-12-14 15:00:00,5.072755314424221
2020-12-14 16:00:00,5.572703284697422
2020-12-14 17:00:00,6.4256354449102275
2020-12-14 18:00:00,9.313661064537628
2020-12-14 19:00:00,7.875176374932922
2020-12-14 20:00:00,6.5140622140962705
2020-12-14 21:00:00,3.5478534870971323
2020-12-14 22:00:00,2.0702805971593765
2020-12-14 23:00:00,1.719150673003107
2020-12-15 00:00:00,1.6666881287765092
2020-12-15 01:00:00,1.2621101147795453
2020-12-15 02:00:00,0.6304495172440152
2020-12-15 03:00:00,0.409842554046729
2020-12-15 04:00:00,0.17249714250459103
2020-12-15 05:00:00,0.13059812148226835
2020-12-15 06:00:00,0.3695096526511372
2020-12-15 07:00:00,1.3689036606771483
2020-12-15 08:00:00,3.3974688280545102
2020-12-15 09:00:00,5.439389059517477
2020-12-15 10:00:00,5.538291489374188
2020-12-15 11:00:00,4.686759830975962
2020-12-15 12:00:00,4.598332920935867
2020-12-15 13:00:00,4.756672034487265
2020-12-15 14:00:00,4.583551115112426
2020-12-15 15:00:00,4.96187014103835
2020-12-15 16:00:00,5.6276534104796845
2020-12-15 17:00:00,7.26415316986438
2020-12-15 18:00:00,10.057473009796812
2020-12-15 19:00:00,8.087988698714424
2020-12-15 20:00:00,7.242324353602431
2020-12-15 21:00:00,3.5550332034034877
2020-12-15 22:00:00,2.4068483402878993
2020-12-15 23:00:00,2.6501509241342407
2020-12-16 00:00:00,2.187805168996513
2020-12-16 01:00:00,1.406787472425009
2020-12-16 02:00:00,0.9195505476683987
2020-12-16 03:00:00,0.687182314276598
2020-12-16 04:00:00,0.43495305817186625
2020-12-16 05:00:00,0.3562044244471744
2020-12-16 06:00:00,0.6041855541049594
2020-12-16 07:00:00,1.50606757572279
2020-12-16 08:00:00,3.413170038193287
2020-12-16 09:00:00,5.585173770327908
2020-12-16 10:00:00,5.474479324340824
2020-12-16 11:00:00,5.197669229340261
2020-12-16 12:00:00,5.744754245862881
2020-12-16 13:00:00,6.073483397360396
2020-12-16 14:00:00,4.627005522691776
2020-12-16 15:00:00,5.2358064443353785
2020-12-16 16:00:00,5.837383624837602
2020-12-16 17:00:00,7.931754373086388
2020-12-16 18:00:00,9.923732190012645
2020-12-16 19:00:00,9.268309252405174
2020-12-16 20:00:00,7.70936040618407
2020-12-16 21:00:00,4.080804157382633
2020-12-16 22:00:00,2.5512423604733443
2020-12-16 23:00:00,2.3006017134348338
