Date et heure de comptage,Débit horaire
2020-12-12 23:00:00,254.89055053215247
2020-12-13 00:00:00,314.8129746694369
2020-12-13 01:00:00,306.78176685892606
2020-12-13 02:00:00,251.24919708751213
2020-12-13 03:00:00,210.3973581139345
2020-12-13 04:00:00,112.63163460097583
2020-12-13 05:00:00,66.0550761150169
2020-12-13 06:00:00,44.953715919794845
2020-12-13 07:00:00,55.415049487284904
2020-12-13 08:00:00,84.08508553674164
2020-12-13 09:00:00,101.39053461632355
2020-12-13 10:00:00,162.0348045311281
2020-12-13 11:00:00,232.63315705759317
2020-12-13 12:00:00,298.1325640617014
2020-12-13 13:00:00,330.48387296613487
2020-12-13 14:00:00,314.8963152870888
2020-12-13 15:00:00,321.49704087254497
2020-12-13 16:00:00,352.9188995913398
2020-12-13 17:00:00,439.46248795116736
2020-12-13 18:00:00,401.95838732530694
2020-12-13 19:00:00,409.5320139170621
2020-12-13 20:00:00,433.30204374137315
2020-12-13 21:00:00,371.9013648987189
2020-12-13 22:00:00,307.97767188184696
2020-12-13 23:00:00,247.07810092869008
2020-12-14 00:00:00,226.90613697240002
2020-12-14 01:00:00,151.8143760451923
2020-12-14 02:00:00,101.9951684631194
2020-12-14 03:00:00,50.37753677208617
2020-12-14 04:00:00,14.578487707292222
2020-12-14 05:00:00,26.040493915360997
2020-12-14 06:00:00,49.56941819551314
2020-12-14 07:00:00,147.3111344313336
2020-12-14 08:00:00,314.8300149570941
2020-12-14 09:00:00,459.632877614108
2020-12-14 10:00:00,562.379902997771
2020-12-14 11:00:00,485.9943445060652
2020-12-14 12:00:00,471.0970701130602
2020-12-14 13:00:00,499.154789956126
2020-12-14 14:00:00,486.83020178559696
2020-12-14 15:00:00,513.0765952910963
2020-12-14 16:00:00,527.012627828261
2020-12-14 17:00:00,540.3355342308283
2020-12-14 18:00:00,530.4204076327767
2020-12-14 19:00:00,576.8984548517637
2020-12-14 20:00:00,602.3063618174303
2020-12-14 21:00:00,437.14607881036414
2020-12-14 22:00:00,272.040218908911
2020-12-14 23:00:00,216.1632346999552
2020-12-15 00:00:00,218.61049023421083
2020-12-15 01:00:00,135.42383622837573
2020-12-15 02:00:00,106.35289311478444
2020-12-15 03:00:00,57.583749402490035
2020-12-15 04:00:00,17.39437949523702
2020-12-15 05:00:00,34.22739151508167
2020-12-15 06:00:00,61.74529996514754
2020-12-15 07:00:00,160.15840773422929
2020-12-15 08:00:00,297.31852939008195
2020-12-15 09:00:00,467.315307171232
2020-12-15 10:00:00,566.931416956999
2020-12-15 11:00:00,538.8667227508165
2020-12-15 12:00:00,527.3367730307738
2020-12-15 13:00:00,555.1265301129534
2020-12-15 14:00:00,529.4839180435555
2020-12-15 15:00:00,564.1740203031135
2020-12-15 16:00:00,574.7134728468712
2020-12-15 17:00:00,582.6600547006415
2020-12-15 18:00:00,579.2307430985212
2020-12-15 19:00:00,632.6925998308456
2020-12-15 20:00:00,638.7186250796404
2020-12-15 21:00:00,481.5016009667172
2020-12-15 22:00:00,301.5880083674373
2020-12-15 23:00:00,258.4542135240825
2020-12-16 00:00:00,293.71958478809967
2020-12-16 01:00:00,212.2493269248592
2020-12-16 02:00:00,151.0543134046763
2020-12-16 03:00:00,61.360424123124005
2020-12-16 04:00:00,17.01782280064431
2020-12-16 05:00:00,46.573269637826456
2020-12-16 06:00:00,53.2790119379672
2020-12-16 07:00:00,174.19816415455142
2020-12-16 08:00:00,319.8599089311767
2020-12-16 09:00:00,482.19237980467915
2020-12-16 10:00:00,585.0741961107905
2020-12-16 11:00:00,545.3943638550355
2020-12-16 12:00:00,563.6800402091216
2020-12-16 13:00:00,631.6780903109565
2020-12-16 14:00:00,577.1080448844759
2020-12-16 15:00:00,578.0047761230492
2020-12-16 16:00:00,580.876002210099
2020-12-16 17:00:00,616.0430259940114
2020-12-16 18:00:00,605.9308349093064
2020-12-16 19:00:00,662.7086094792076
2020-12-16 20:00:00,721.7960501132217
2020-12-16 21:00:00,523.7462267224038
2020-12-16 22:00:00,323.28457546312484
2020-12-16 23:00:00,274.07509445963393
